uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
MG;BR-116;ORIZANIA;4.0;2.0;SÁBADO;1.0;0;16;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
PE;BR-428;CABROBO;4.0;2.0;SÁBADO;1.0;0;18;18h-20h;NOITE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;NUBLADO;SIMPLES;RETA;NÃO;1
PR;BR-277;CANTAGALO;4.0;2.0;SÁBADO;1.0;0;21;21h-23h;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
SP;BR-116;LORENA;4.0;2.0;SÁBADO;1.0;0;22;21h-23h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;CAPOTAMENTO;NUBLADO;DUPLA;RETA;SIM;0
MG;BR-050;UBERABA;5.0;2.0;DOMINGO;3.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"ACLIVE;RETA";NÃO;0
BA;BR-116;FEIRA DE SANTANA;4.0;2.0;SÁBADO;1.0;0;23;21h-23h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;CURVA;SIM;0
RJ;BR-116;PIRAI;5.0;2.0;DOMINGO;3.0;0;6;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRANSVERSAL;NUBLADO;DUPLA;"CURVA;DECLIVE";NÃO;0
RO;BR-364;PRESIDENTE MEDICI;5.0;2.0;DOMINGO;3.0;0;4;03h-05h;MADRUGADA;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;IGNORADO;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";NÃO;1
RS;BR-386;TRIUNFO;5.0;2.0;DOMINGO;3.0;0;7;06h-08h;MANHA;PLENO DIA;PEDESTRE ANDAVA NA PISTA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;RETA;NÃO;0
CE;BR-222;FORQUILHA;5.0;2.0;DOMINGO;3.0;0;10;09h-11h;MANHA;PLENO DIA;AFUNDAMENTO OU ONDULAÇÃO NO PAVIMENTO;QUEDA DE OCUPANTE DE VEÍCULO;NUBLADO;SIMPLES;RETA;NÃO;0
MG;BR-116;ALEM PARAIBA;5.0;2.0;DOMINGO;3.0;0;11;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;NÃO;0
RS;BR-287;JAGUARI;5.0;2.0;DOMINGO;3.0;0;12;12h-14h;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"DECLIVE;CURVA;INTERSEÇÃO DE VIAS";SIM;0
BA;BR-101;IBIRAPITANGA;5.0;2.0;DOMINGO;3.0;0;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
MT;BR-174;COMODORO;5.0;2.0;DOMINGO;3.0;0;14;12h-14h;TARDE;PLENO DIA;ACUMULO DE ÁGUA SOBRE O PAVIMENTO;COLISÃO FRONTAL;CHUVA;SIMPLES;"RETA;DECLIVE";NÃO;0
MG;BR-356;EUGENOPOLIS;5.0;2.0;DOMINGO;3.0;0;14;12h-14h;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;NUBLADO;SIMPLES;"CURVA;DECLIVE";NÃO;0
SC;BR-470;RODEIO;5.0;2.0;DOMINGO;3.0;0;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"RETA;PONTE";NÃO;1
BA;BR-020;SAO DESIDERIO;5.0;2.0;DOMINGO;3.0;0;11;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;NUBLADO;SIMPLES;RETA;NÃO;0
BA;BR-101;ITAGIMIRIM;5.0;2.0;DOMINGO;3.0;0;18;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;NÃO;0
MS;BR-267;NOVA ALVORADA DO SUL;5.0;2.0;DOMINGO;3.0;0;19;18h-20h;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PB;BR-101;MATARACA;5.0;2.0;DOMINGO;3.0;0;20;18h-20h;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;DUPLA;RETA;NÃO;0
BA;BR-101;NOVA VICOSA;5.0;2.0;DOMINGO;3.0;0;16;15h-17h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;NUBLADO;SIMPLES;"DECLIVE;RETA";NÃO;0
ES;BR-393;MUQUI;5.0;2.0;DOMINGO;3.0;0;22;21h-23h;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"DECLIVE;RETA";NÃO;0
BA;BR-324;SALVADOR;5.0;2.0;DOMINGO;3.0;0;23;21h-23h;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;CURVA;SIM;0
PE;BR-232;BELO JARDIM;6.0;2.0;SEGUNDA-FEIRA;6.0;1;0;00h-02h;MADRUGADA;PLENA NOITE;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;SIM;1
PR;BR-277;PALMEIRA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;3;03h-05h;MADRUGADA;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;NUBLADO;SIMPLES;"DECLIVE;RETA";NÃO;1
SP;BR-381;MAIRIPORA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;7;06h-08h;MANHA;AMANHECER;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;"DECLIVE;RETA";NÃO;0
BA;BR-116;JEQUIE;6.0;2.0;SEGUNDA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
BA;BR-116;CANDIDO SALES;6.0;2.0;SEGUNDA-FEIRA;6.0;1;6;06h-08h;MANHA;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;0
RJ;BR-101;NITEROI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;8;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"PONTE;CURVA";NÃO;0
SC;BR-470;BLUMENAU;6.0;2.0;SEGUNDA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;ENGAVETAMENTO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
PR;BR-277;NOVA LARANJEIRAS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;0
RS;BR-386;FREDERICO WESTPHALEN;6.0;2.0;SEGUNDA-FEIRA;6.0;1;12;12h-14h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;SOL;SIMPLES;RETA;NÃO;0
MS;BR-158;PARANAIBA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;10;09h-11h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
SP;BR-116;JACAREI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;12;12h-14h;TARDE;PLENO DIA;FREAR BRUSCAMENTE;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-282;CAMPOS NOVOS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;SOL;SIMPLES;INTERSEÇÃO DE VIAS;NÃO;0
TO;BR-153;COLINAS DO TOCANTINS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
RS;BR-386;SARANDI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-277;GUARAPUAVA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;10;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;MÚLTIPLA;"ACLIVE;RETA";NÃO;0
MG;BR-050;DELTA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
PR;BR-277;PARANAGUA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"INTERSEÇÃO DE VIAS;RETA;ROTATÓRIA";SIM;0
PR;BR-376;PONTA GROSSA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;12;12h-14h;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;CÉU CLARO;DUPLA;"CURVA;DECLIVE";NÃO;0
MG;BR-116;GOVERNADOR VALADARES;6.0;2.0;SEGUNDA-FEIRA;6.0;1;10;09h-11h;MANHA;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-101;WENCESLAU GUIMARAES;6.0;2.0;SEGUNDA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;CÉU CLARO;SIMPLES;"RETA;DECLIVE";NÃO;1
MG;BR-153;PRATA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"DECLIVE;CURVA";NÃO;0
MS;BR-158;APARECIDA DO TABOADO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO FRONTAL;CHUVA;SIMPLES;RETA;NÃO;0
RS;BR-285;LAGOA VERMELHA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
ES;BR-101;ARACRUZ;6.0;2.0;SEGUNDA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;NUBLADO;SIMPLES;RETA;SIM;0
MG;BR-116;DOM CAVATI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CHUVA;SIMPLES;RETA;SIM;0
SC;BR-101;ITAJAI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;SOL;MÚLTIPLA;RETA;SIM;0
MG;BR-040;JUIZ DE FORA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;DUPLA;CURVA;NÃO;0
SC;BR-470;BLUMENAU;6.0;2.0;SEGUNDA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"ROTATÓRIA;INTERSEÇÃO DE VIAS";NÃO;0
RJ;BR-101;ITAGUAI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;CONDUTOR DORMINDO;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
GO;BR-020;FLORES DE GOIAS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO FRONTAL;NUBLADO;SIMPLES;"ACLIVE;RETA";NÃO;0
PR;BR-373;CHOPINZINHO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;INTERSEÇÃO DE VIAS;NÃO;0
RJ;BR-116;BELFORD ROXO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-262;CAMPOS ALTOS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;TOMBAMENTO;SOL;SIMPLES;CURVA;NÃO;0
SC;BR-101;ARAQUARI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;16;15h-17h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;RETA;NÃO;0
PB;BR-104;QUEIMADAS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;17;15h-17h;TARDE;ANOITECER;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-251;PADRE CARVALHO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;NUBLADO;SIMPLES;"RETA;DECLIVE";NÃO;0
BA;BR-116;SANTO ESTEVAO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-101;ICARA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;18;18h-20h;NOITE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
BA;BR-349;CORRENTINA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;12;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-040;SAO GONCALO DO ABAETE;6.0;2.0;SEGUNDA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;PEDESTRE ANDAVA NA PISTA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;"DECLIVE;RETA";NÃO;1
SE;BR-101;ESTANCIA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;AFUNDAMENTO OU ONDULAÇÃO NO PAVIMENTO;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;1
PE;BR-232;ARCOVERDE;6.0;2.0;SEGUNDA-FEIRA;6.0;1;20;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
MG;BR-153;PRATA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;20;18h-20h;NOITE;PLENA NOITE;CHUVA;COLISÃO TRASEIRA;CHUVA;DUPLA;RETA;NÃO;0
PR;BR-277;PARANAGUA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;21;21h-23h;NOITE;PLENA NOITE;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;"INTERSEÇÃO DE VIAS;RETA";SIM;0
MT;BR-070;PRIMAVERA DO LESTE;6.0;2.0;SEGUNDA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;EVENTOS ATÍPICOS;NEVOEIRO/NEBLINA;SIMPLES;"DECLIVE;RETA";NÃO;0
MT;BR-070;GENERAL CARNEIRO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;PEDESTRE ANDAVA NA PISTA;ATROPELAMENTO DE PEDESTRE;NUBLADO;SIMPLES;RETA;NÃO;1
DF;BR-040;BRASILIA;6.0;2.0;SEGUNDA-FEIRA;6.0;1;22;21h-23h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-153;TIBAGI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;21;21h-23h;NOITE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;1
RR;BR-174;CARACARAI;6.0;2.0;SEGUNDA-FEIRA;6.0;1;19;18h-20h;NOITE;PLENA NOITE;PEDESTRE - INGESTÃO DE ÁLCOOL/ SUBSTÂNCIAS PSICOATIVAS;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;RETA;NÃO;1
BA;BR-324;SIMOES FILHO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;8;06h-08h;MANHA;PLENO DIA;PROBLEMA COM O FREIO;ENGAVETAMENTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-116;QUATRO BARRAS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;23;21h-23h;NOITE;PLENA NOITE;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;COLISÃO COM OBJETO;NUBLADO;DUPLA;RETA;NÃO;0
SP;BR-116;REGISTRO;7.0;3.0;TERÇA-FEIRA;1.0;0;2;00h-02h;MADRUGADA;PLENA NOITE;PEDESTRE CRUZAVA A PISTA FORA DA FAIXA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;NÃO;0
SP;BR-116;CAJATI;7.0;3.0;TERÇA-FEIRA;1.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;GAROA/CHUVISCO;SIMPLES;CURVA;NÃO;0
SC;BR-470;BLUMENAU;7.0;3.0;TERÇA-FEIRA;1.0;0;6;06h-08h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
BA;BR-407;PONTO NOVO;7.0;3.0;TERÇA-FEIRA;1.0;0;5;03h-05h;MADRUGADA;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
CE;BR-116;EUSEBIO;3.0;1.0;SEXTA-FEIRA;5.0;1;9;09h-11h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
SE;BR-101;ITAPORANGA DAJUDA;7.0;3.0;TERÇA-FEIRA;1.0;0;9;09h-11h;MANHA;PLENO DIA;MAL SÚBITO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-251;SALINAS;7.0;3.0;TERÇA-FEIRA;1.0;0;8;06h-08h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;"RETA;DECLIVE";NÃO;0
MG;BR-040;TRES MARIAS;6.0;2.0;SEGUNDA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;NÃO;0
TO;BR-153;FORTALEZA DO TABOCAO;6.0;2.0;SEGUNDA-FEIRA;6.0;1;23;21h-23h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;CAPOTAMENTO;CÉU CLARO;SIMPLES;RETA;SIM;0
RN;BR-304;MOSSORO;7.0;3.0;TERÇA-FEIRA;1.0;0;10;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
AL;BR-101;JEQUIA DA PRAIA;7.0;3.0;TERÇA-FEIRA;1.0;0;8;06h-08h;MANHA;PLENO DIA;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;CÉU CLARO;DUPLA;"DECLIVE;CURVA";NÃO;0
SP;BR-116;LORENA;7.0;3.0;TERÇA-FEIRA;1.0;0;8;06h-08h;MANHA;PLENO DIA;CONDUTOR DORMINDO;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-470;APIUNA;7.0;3.0;TERÇA-FEIRA;1.0;0;8;06h-08h;MANHA;PLENO DIA;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
ES;BR-393;CACHOEIRO DE ITAPEMIRIM;7.0;3.0;TERÇA-FEIRA;1.0;0;10;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
BA;BR-116;RAFAEL JAMBEIRO;7.0;3.0;TERÇA-FEIRA;1.0;0;12;12h-14h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-050;UBERABA;7.0;3.0;TERÇA-FEIRA;1.0;0;10;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;DUPLA;RETA;NÃO;0
MG;BR-381;JOAO MONLEVADE;7.0;3.0;TERÇA-FEIRA;1.0;0;12;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;GAROA/CHUVISCO;SIMPLES;"CURVA;DECLIVE";NÃO;0
RS;BR-116;PELOTAS;7.0;3.0;TERÇA-FEIRA;1.0;0;13;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;SOL;DUPLA;RETA;NÃO;0
PA;BR-163;ALTAMIRA;7.0;3.0;TERÇA-FEIRA;1.0;0;10;09h-11h;MANHA;PLENO DIA;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;COLISÃO COM OBJETO;SOL;SIMPLES;RETA;NÃO;0
RS;BR-386;TIO HUGO;7.0;3.0;TERÇA-FEIRA;1.0;0;13;12h-14h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
SP;BR-116;GUARULHOS;7.0;3.0;TERÇA-FEIRA;1.0;0;12;12h-14h;TARDE;PLENO DIA;TRANSTORNOS MENTAIS (EXCETO SUICIDIO);QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;MÚLTIPLA;"RETA;EM OBRAS";NÃO;0
RO;BR-319;PORTO VELHO;7.0;3.0;TERÇA-FEIRA;1.0;0;12;12h-14h;TARDE;PLENO DIA;SUICÍDIO (PRESUMIDO);ATROPELAMENTO DE PEDESTRE;NUBLADO;DUPLA;RETA;SIM;1
BA;BR-116;TUCANO;7.0;3.0;TERÇA-FEIRA;1.0;0;9;09h-11h;MANHA;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
RJ;BR-101;RIO DE JANEIRO;7.0;3.0;TERÇA-FEIRA;1.0;0;13;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRANSVERSAL;CÉU CLARO;MÚLTIPLA;"RETORNO REGULAMENTADO;RETA";NÃO;0
PR;BR-277;GUARAPUAVA;7.0;3.0;TERÇA-FEIRA;1.0;0;14;12h-14h;TARDE;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;SOL;SIMPLES;"ACLIVE;RETA";NÃO;0
